% Model:              Bezier_EZ_02.mph
% Version:            COMSOL 5.5.0.359
% Date:               Jun 29 2020, 01:59
% Dimension:          1
% Nodes:              241
% Expressions:        1
% Description:        Line graph
% X                       Height
0                         0
2.3898212615048776E-4     2.3847087369080976E-4
4.7738260410325466E-4     4.762117525270001E-4
7.152265335330908E-4      7.132302630157426E-4
9.525385448827275E-4      9.495340316642094E-4
0.0011893427942049589     0.0011851306849795715
0.0014256629584363388     0.0014200278494690011
0.0016615222311057822     0.001654233151639669
0.0018969433184802187     0.0018877542179987464
0.002131948436148253      0.002120598675053404
0.002366559306041651      0.002352774149310814
0.0026007971538933292     0.0025842882672781455
0.0028346827071294876     0.002815148655462573
0.003068236193192417      0.003045362940371265
0.003301477338289606      0.0032749387485113924
0.003534425366563752      0.0035038837063901306
0.0038525935207449975     0.0038160105453323143
0.00417029470184726       0.0041269910450112465
0.00448757353300046       0.004436844718469386
0.004804472886037076      0.0047455910787492055
0.005121033888698792      0.005053249638893167
0.005437295934202781      0.005359839911943739
0.0057532966930693335     0.005665381410943385
0.006069072127107902      0.005969893648934568
0.0063846565054548        0.006273396138959753
0.0067000824225530225     0.006575908394061405
0.007015380817962727      0.006877449927281988
0.007330580997889893      0.007178040251663968
0.007645710658320386      0.007477698880249808
0.007960795909647215      0.007776445326081968
0.0082758613026799        0.008074299102202925
0.008698617873770832      0.008472585263848456
0.009121431379139613      0.008869346553362255
0.009544348438742198      0.009264630108583596
0.009967411061845234      0.009658483067351769
0.010390656786140666      0.01005095256750605
0.010814118820828555      0.010442085746885718
0.011237826193011677      0.010831929743330058
0.011661803896793384      0.011220531694678352
0.012086073044519018      0.01160793873876987
0.012510651019650461      0.011994198013443902
0.01293555163081222       0.012379356656539718
0.013360785266595796      0.012763461805896608
0.013786359050755675      0.013146560599353844
0.01421227699747579       0.0135287001747507
0.014638540166428394      0.013909927669926467
0.01518909573600193       0.014400591372789168
0.015740212883074704      0.014889916121014346
0.01629187461740278       0.015378003198535866
0.016844057702900567      0.015864953889287624
0.01739673319580131       0.016350869477203482
0.017949866977617135      0.016835851246217337
0.018503420282805823      0.017320000480263054
0.019057350221219828      0.017803418463274507
0.019611610295559183      0.018286206479185572
0.020166150914176808      0.018768465811930136
0.020720919899692495      0.01925029774544205
0.021275862993962266      0.019731803563655222
0.021830924360023277      0.0202130845505035
0.02238604708169326       0.020694241989920762
0.022941173661546542      0.021175377165840895
0.023526299375890354      0.02168265188703673
0.02411129845460168       0.02219013306131185
0.02469610511570632       0.02269793933219487
0.02528065538478384       0.023206189343214438
0.025864887747905234      0.02371500173789917
0.026448743808634816      0.024224495159777707
0.027032168950008043      0.024734788252378667
0.027615113002288194      0.02524599965923069
0.028197530917168364      0.02575824802386236
0.02877938344892172       0.02627165198980234
0.02936063784280781       0.02678633020057923
0.029941268530816793      0.027302401299721675
0.03052125783457136       0.027819983930758282
0.031100596674909345      0.028339196737217666
0.03167928528733392       0.02886015836262848
0.03218989272842666       0.02932185887537726
0.03270001482503956       0.029785098084969583
0.03320967254825091       0.030249957749049733
0.03371889419542269       0.030716519625262062
0.03422771577726018       0.031184865471250857
0.0347361814016246        0.03165507704466046
0.035244343652442674      0.03212723610313517
0.03575226396184454       0.032601424404319304
0.036260012973446505      0.03307772370585716
0.036767670894484         0.033556215765393076
0.03727532783429609       0.034036982340571315
0.037783084126473535      0.03452010518903625
0.038291050631811256      0.03500566606843214
0.03879934901906372       0.03549374673640329
0.03930811202039156       0.03598442895059404
0.03968306761603121       0.036347400770655514
0.040058414414365154      0.03671185971408848
0.04043421727546667       0.03707783840901263
0.04081054450042778       0.03744536948354775
0.04118746785497744       0.03781448556581354
0.041565062586509126      0.038185219283929754
0.04194340743420886       0.03855760326601612
0.042322584632003064      0.03893167014019238
0.04270267990407683       0.03930745253457823
0.04308378245275043       0.039684983077293436
0.04346598493854239       0.040064294396457686
0.04384938345229377       0.04044541912019077
0.044234077479276324      0.04082838987661236
0.04462016985526127       0.04121323929384218
0.04500776671457935       0.0416
0.04534110004791268       0.04193333333333333
0.04567443338124602       0.04226666666666667
0.04600776671457935       0.0426
0.04634110004791269       0.04293333333333334
0.04667443338124602       0.04326666666666667
0.04700776671457935       0.0436
0.047341100047912685      0.04393333333333333
0.047674433381246016      0.04426666666666666
0.04800776671457935       0.044599999999999994
0.048341100047912686      0.04493333333333333
0.04867443338124602       0.04526666666666666
0.049007766714579355      0.0456
0.04934110004791268       0.045933333333333326
0.04967443338124602       0.046266666666666664
0.05000776671457935       0.046599999999999996
0.05034110004791268       0.04693333333333333
0.05067443338124601       0.04726666666666666
0.05100776671457936       0.0476
0.05134110004791268       0.04793333333333333
0.05167443338124602       0.048266666666666666
0.052007766714579344      0.04859999999999999
0.05234110004791268       0.04893333333333333
0.052674433381246014      0.04926666666666666
0.053007766714579345      0.04959999999999999
0.05334110004791268       0.04993333333333333
0.053674433381246014      0.05026666666666666
0.054007766714579346      0.05059999999999999
0.054341100047912684      0.05093333333333333
0.054674433381246015      0.05126666666666666
0.05500776671457935       0.05159999999999999
0.055395363573897495      0.05198676070615789
0.05578145594988251       0.05237161012338777
0.05616614997686502       0.05275458087980931
0.056549548490616365      0.05313570560354236
0.0569317509764083        0.053515016922706576
0.057312853525081885      0.05389254746542177
0.05769294879715567       0.05426832985980764
0.058072125994949875      0.054642396733983904
0.05845047084264962       0.055014780716070286
0.05882806557418134       0.05538551443418654
0.05920498892873101       0.05575463051645233
0.05958131615369214       0.05612216159098747
0.05995711901479366       0.05648814028591162
0.06033246581312754       0.05685259922934452
0.06070742140876715       0.057215571049405965
0.06121618441009507       0.057706253263596796
0.061724482797347574      0.05819433393156799
0.062232449302685275      0.05867989481096386
0.06274020559486267       0.059163017659428746
0.06324786253467474       0.05964378423460697
0.06375552045571221       0.060122276294142865
0.0642632694673142        0.060598575595680736
0.06477118977671606       0.06107276389686487
0.06527935202753413       0.06154492295533957
0.06578781765189856       0.0620151345287492
0.06629663923373608       0.06248348037473802
0.06680586088090787       0.06295004225095037
0.06731551860411926       0.06341490191503055
0.06782564070073209       0.0638781411246228
0.06833624814182478       0.06433984163737153
0.06891493675424941       0.0648608032627824
0.06949427559458744       0.06538001606924183
0.070074264898342         0.06589759870027842
0.07065489558635096       0.06641366979942086
0.07123614998023702       0.0669283480101977
0.07181800251199037       0.06744175197613768
0.07240042042687055       0.06795400034076936
0.0729833644791507        0.06846521174762138
0.07356678962052393       0.06897550484022234
0.07415064568125353       0.0694849982621009
0.07473487804437494       0.06999381065678564
0.07531942831345251       0.07050206066780526
0.07590423497455717       0.0710098669386883
0.07648923405326846       0.07151734811296338
0.07707435976761225       0.07202462283415918
0.07762948634746558       0.07250575801007939
0.0781846090691356        0.07298691544949669
0.07873967043519656       0.0734681964363449
0.07929461352946629       0.07394970225455803
0.07984938251498193       0.0744315341880699
0.08040392313359954       0.07491379352081445
0.08095818320793888       0.07539658153672552
0.0815121131463529        0.075879999519737
0.08206566645154156       0.07636414875378268
0.0826188002333574        0.07684913052279654
0.08317147572625813       0.0773350461107124
0.08372365881175592       0.07782199680146416
0.084275320546084         0.07831008387898569
0.0848264376931567        0.0787994086272108
0.0853769932627302        0.07929007233007346
0.0858032564316829        0.07967129982524934
0.08622917437840308       0.08005343940064626
0.0866547481625629        0.08043653819410343
0.08707998179834645       0.08082064334346029
0.08750488240950814       0.08120580198655603
0.08792946038463959       0.08159206126123006
0.08835372953236524       0.0819794683053216
0.08877770723614696       0.08236807025666991
0.08920141460833009       0.08275791425311425
0.089624876643018         0.08314904743249396
0.09004812236731342       0.08354151693264822
0.0904711849904165        0.08393536989141642
0.09089410205001908       0.08433065344663776
0.0913169155553878        0.0847274147361515
0.09173967212647871       0.085125700897797
0.09205473751951147       0.08542355467391805
0.09236982277083836       0.08572230111975027
0.09268495243126881       0.08602195974833607
0.09300015261119596       0.08632255007271802
0.09331545100660564       0.08662409160593858
0.09363087692370384       0.0869266038610402
0.09394646130205074       0.08723010635106539
0.09426223673608933       0.08753461858905659
0.09457823749495589       0.08784016008805624
0.0948944995404599        0.08814675036110685
0.0952110605431216        0.0884544089212508
0.09552795989615827       0.08876315528153067
0.09584523872731149       0.08907300895498883
0.09616293990841371       0.08938398945466772
0.09648110806259491       0.08969611629360985
0.09671405609086914       0.08992506125148868
0.09694729723596637       0.09015463705962885
0.09718085072202926       0.0903848513445375
0.09741473627526538       0.0906157117327219
0.09764897412311699       0.09084722585068916
